term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
life,0.0061317743,-0.018116483,-0.07397978,0.17344466,0.15326938,-0.10043713,0.11097223,0.2518878,-0.08758193,0.10892521,-0.13532162,-0.083234146,0.02889311,0.07029872,-0.069609456,-0.068367355,0.0077598444,0.08050018,-0.013074743,-0.19007793,0.06411458,-0.10267418,0.05169263,-0.087052576,-0.035600677,-0.024261978,-0.09546679,-0.072272874,-0.14210449,0.086167626,0.10271884,-0.029412936,0.043382276,0.013886506,-0.056030024,0.15342733,0.04841119,-0.0633648,-0.03165988,-0.08122139,-0.07777473,-0.027255049,-0.062878616,0.02007093,0.16897166,-0.038153592,-0.03975641,-0.14986333,0.10800534,0.077415936,0.06919839,-0.06697383,-0.048642803,-0.09730179,0.0059220814,0.025946818,-0.069866255,-0.16211978,-0.1907408,-0.04416193,-0.08704561,-0.0809984,0.022305107,-0.07986715,-0.23758925,0.007055934,0.07628369,0.17524095,-0.20056146,0.13881856,-0.07723891,0.034491282,0.08380088,0.025876433,0.072136626,-0.008748595,0.1364717,-0.10684356,-0.19583693,-4.7276077e-05,-0.0838361,-0.020550529,-0.13822682,0.30343908,-0.17386916,-0.026438111,-0.09240293,0.08071197,0.08869469,-0.04630485,0.17634355,0.1316028,0.118008055,0.11650797,0.21789671,0.11794425,0.016757423,0.0019843832,0.08869918,0.05177878,-0.13262385,0.18923806,0.08174967,-0.0502063,-0.019401815,-0.17232735,0.10316075,0.14822318,-0.11312072,-0.18851224,0.015321006,-0.18287602,-0.03752669,-0.06402324,0.09773233,-0.07681693,0.11474003,-0.2671488,-0.077459216,-0.070035316,-0.056624766,0.14977747,0.06747086,-0.05580949,-0.06773322,0.0073769013,-0.11303721,-0.056108013,-0.053095784,-0.06958766,0.08554322,0.014803369,-0.027315423,-0.10248212,-0.043069843,0.12814157,-0.008832967,-0.044521675,-0.06309953,-0.19054155,0.16130649,-0.20937826,-0.0574298,-0.027745442,0.001308966,0.02786125,-0.018779457,0.027502071,0.024789378,0.07301467,0.08127431,-0.14549223,-0.005970913,-0.007086624,-0.15650484,0.1366494,0.13771783,0.03171329,-0.05302102,0.112537436,0.07501122,0.0414694,-0.0220293,-0.06300618,-0.035882533,0.060851127,0.12780416,-0.05068724,-0.06381196,0.022442127,-0.10779356,0.040075116,0.061582558,-0.01631739,0.14798091,0.059817955,-0.121773414,0.037668902,0.040298186,0.09672836,-0.0298442,0.036700845,0.018974815,0.023510063,0.08997579,0.09518334,0.015518721,0.098961085,0.15274987,-0.050473988,0.060234148,0.017649412,-0.070650704,-0.1198207,0.09415694,0.006419837,0.09151702,-0.19795318,-0.0056813406,-0.07050884
dead,-0.01324575,0.0050261184,-0.078243665,0.1491103,0.13981462,-0.08232556,0.11931439,0.24825922,-0.07770533,0.116543196,-0.13356353,-0.058488656,0.025243219,0.060008045,-0.053139463,-0.09131415,0.0063302964,0.10298494,-0.025615456,-0.20859359,0.08102255,-0.13757764,0.061119426,-0.1060517,-0.06309762,-0.032388307,-0.08354798,-0.10128832,-0.17076796,0.06986794,0.09258455,-0.014588889,0.02307953,0.0039260527,-0.055688757,0.13682385,0.03643124,-0.07850502,-0.027667793,-0.07134379,-0.087794304,-0.01568155,-0.08576703,0.015727485,0.16869235,-0.050287046,-0.050672222,-0.1402527,0.12413321,0.086817026,0.06462131,-0.0507083,-0.04820206,-0.08981908,0.013326376,0.024796844,-0.07308828,-0.16438526,-0.19283028,-0.057924587,-0.079889394,-0.09734105,0.028000593,-0.09626491,-0.24187258,0.0022732697,0.07670285,0.18358986,-0.24031171,0.15373549,-0.047202013,0.06672978,0.0924376,0.016708454,0.060047913,-0.0074275862,0.15566659,-0.116790205,-0.19149129,0.010210276,-0.09779252,-0.041340686,-0.14013308,0.30854282,-0.18197925,-0.029973842,-0.077328496,0.083917744,0.09857189,-0.038590483,0.16962604,0.14220107,0.12988813,0.11467303,0.23001589,0.12798183,0.010198566,-0.00053369865,0.09709672,0.043339748,-0.12365813,0.19763543,0.09808935,-0.07506894,-0.00014998947,-0.19348563,0.09593559,0.16830021,-0.119960986,-0.2005227,0.01924683,-0.2113212,-0.043078132,-0.065139465,0.121101715,-0.08352058,0.12290112,-0.25599563,-0.08005641,-0.059261035,-0.049702354,0.13759343,0.07211996,-0.054890268,-0.09072163,0.002533896,-0.10814135,-0.08313993,-0.07142546,-0.06854362,0.11498942,0.022993682,-0.036384344,-0.1399169,-0.062268082,0.12835725,-0.013253751,-0.031711064,-0.069657974,-0.22354618,0.20016941,-0.22376695,-0.05089698,-0.052234385,0.0015827653,0.04891163,-0.015478297,0.0320279,0.00475511,0.07522233,0.0993136,-0.14714985,0.005262446,-0.009724664,-0.17983638,0.14682949,0.12129907,0.042398665,-0.08584693,0.12709506,0.08155706,0.0512834,-0.045058686,-0.07694679,-0.035939004,0.0920709,0.16838962,-0.07216823,-0.03557221,0.019142132,-0.12703717,0.037697397,0.06729349,-0.011567407,0.17763197,0.080469236,-0.14254053,0.052787792,0.040502883,0.10025122,-0.016730562,0.0498404,0.034482572,0.025081528,0.10601185,0.10153589,0.024167646,0.10350863,0.17266016,-0.06536367,0.07630798,0.022706203,-0.091467716,-0.15245889,0.12741974,0.011683734,0.107543655,-0.22986205,-0.020145167,-0.09591633
why,0.04668638,-0.05873912,-0.082361974,0.2066295,0.19617748,-0.14277427,0.115109906,0.27687898,-0.09444338,0.1035385,-0.13353303,-0.09605431,0.025958816,0.09441741,-0.09638266,-0.029779214,-0.0059339795,0.040984035,0.004230488,-0.1656459,0.02859169,-0.07779786,0.039645918,-0.07437657,0.009615058,-0.015020426,-0.10943733,-0.049199283,-0.13203062,0.10048863,0.11764311,-0.04777019,0.07981585,0.024343604,-0.05850783,0.17562063,0.07638579,-0.04740957,-0.041406482,-0.10016125,-0.05993598,-0.04008914,-0.033586424,0.009708357,0.20290597,-0.012516961,-0.049210217,-0.19107825,0.09871607,0.07089004,0.07377136,-0.07204824,-0.0771762,-0.10073898,0.0046041943,0.044249356,-0.081447236,-0.17977284,-0.20453806,-0.04503643,-0.10586122,-0.08923932,0.026226074,-0.07531978,-0.2631338,0.022805138,0.0778416,0.17535032,-0.18626669,0.13735576,-0.104494,0.0061317054,0.06957656,0.03799887,0.091765486,-0.024405695,0.116472684,-0.10353726,-0.2421569,-0.0028839817,-0.07526973,-0.0095816,-0.12989202,0.31386483,-0.18521497,-0.03410539,-0.12207954,0.09197786,0.05319965,-0.074570596,0.19740494,0.11602449,0.095420346,0.12250458,0.21372014,0.1239322,0.0319456,0.017978555,0.071245104,0.08857324,-0.16079336,0.19324006,0.076525494,-0.0384969,-0.036141902,-0.14761168,0.104910925,0.14949995,-0.12054987,-0.20570803,0.0028173367,-0.16017684,-0.02443554,-0.063763395,0.08177622,-0.09336856,0.09956499,-0.2921251,-0.071004316,-0.08489925,-0.06921931,0.18062182,0.07356251,-0.055011712,-0.06241046,0.017691117,-0.110818274,-0.048832607,-0.035435915,-0.06653506,0.033792324,0.032118678,-0.019126743,-0.069809504,-0.031632792,0.15720008,-0.0006702855,-0.06212297,-0.063458025,-0.16985647,0.13785264,-0.23737352,-0.07538813,-0.01937044,-0.021663424,-0.0010406433,-0.0036131355,0.03126302,0.032586407,0.08006038,0.060715877,-0.14976381,0.00085260195,-0.017766643,-0.13772783,0.12018482,0.17588913,0.015325962,0.003108537,0.11094946,0.082131036,0.034913182,0.012011289,-0.047786783,-0.05993986,0.03260958,0.08726119,-0.031071791,-0.07947042,0.043906026,-0.07365323,0.029199256,0.055175707,-0.0364563,0.14139293,0.028042426,-0.08184465,0.019538222,0.023189334,0.1129535,-0.048327263,0.03079737,0.02276583,0.0065417676,0.09403833,0.08653644,0.0037411118,0.089614496,0.12409082,-0.048160065,0.050135363,0.007206673,-0.051807307,-0.078700304,0.07912036,0.0112583665,0.07683136,-0.18499601,0.012183403,-0.050848726
own,0.0013583491,-0.012421476,-0.06641974,0.15261349,0.13435894,-0.09416828,0.103742465,0.2224888,-0.069846906,0.0960436,-0.12946764,-0.06380179,0.024557326,0.061398286,-0.05950924,-0.06303853,0.0055384575,0.072168775,-0.015846469,-0.1765583,0.069075555,-0.099356644,0.04533573,-0.076869026,-0.03345579,-0.028811308,-0.093156524,-0.07593761,-0.13628313,0.073309235,0.091833964,-0.02937826,0.03348132,0.012307901,-0.046791635,0.13415131,0.043670278,-0.06437875,-0.029843466,-0.063670926,-0.07322836,-0.019526336,-0.06144936,0.017990714,0.15047748,-0.029907623,-0.03382274,-0.14020573,0.097905725,0.07357835,0.06183529,-0.05719944,-0.044021584,-0.085499495,0.000976932,0.030666212,-0.06666687,-0.14531724,-0.17493977,-0.0481313,-0.07285734,-0.07511876,0.020041937,-0.075737216,-0.21879369,0.007910836,0.073931776,0.15903008,-0.19123352,0.12506309,-0.06470283,0.03296605,0.08914235,0.022676324,0.06234621,-0.008228571,0.12350326,-0.09426159,-0.18689232,0.0028462496,-0.07663436,-0.02929572,-0.1253563,0.27322385,-0.16112182,-0.026980268,-0.088532396,0.07137842,0.07960668,-0.03707114,0.16498055,0.12769441,0.11097505,0.10309876,0.20091294,0.115502015,0.015647072,0.0052543744,0.07631389,0.053144928,-0.114303,0.18138647,0.0861767,-0.053778674,-0.018678997,-0.15567818,0.085182525,0.14736506,-0.10524488,-0.17817746,0.020052876,-0.17294545,-0.037138846,-0.05746284,0.09886103,-0.08180414,0.10669802,-0.24682419,-0.060111538,-0.061613802,-0.05141303,0.14005777,0.062834345,-0.04892051,-0.06624216,0.006419947,-0.092255615,-0.057816464,-0.05525349,-0.062273655,0.075918436,0.0123408465,-0.020259947,-0.109825134,-0.050170306,0.11399442,-0.00662886,-0.036079936,-0.053010948,-0.18221119,0.15267572,-0.19817936,-0.043913513,-0.040220946,-0.00063202897,0.0411787,-0.0141621195,0.020857818,0.019025365,0.06252189,0.07895856,-0.1320735,-0.008749884,-0.0080363415,-0.1397243,0.12521246,0.12631662,0.02897245,-0.06680472,0.10637963,0.07021923,0.045500644,-0.027898336,-0.06185503,-0.030025283,0.07043277,0.12780455,-0.053142525,-0.046549093,0.021688301,-0.10380795,0.02892966,0.05514736,-0.019394463,0.13818064,0.06263989,-0.111312404,0.03624786,0.035323165,0.097395465,-0.017836874,0.034507234,0.015020917,0.021937622,0.08088522,0.08549987,0.013019122,0.09351975,0.13464233,-0.05028916,0.054999895,0.018344937,-0.0727873,-0.11160754,0.090752356,0.0052623595,0.08411517,-0.19000243,-0.021245485,-0.07768847
dear,0.01571506,-0.032719277,-0.078045905,0.18734449,0.17253226,-0.11481128,0.11610318,0.27597687,-0.09117889,0.11027043,-0.14352241,-0.08206674,0.02683889,0.07724331,-0.07326191,-0.063339904,-0.0046313303,0.06916713,-0.0029895373,-0.1945206,0.056966692,-0.1010762,0.052500695,-0.07748118,-0.026751544,-0.025284491,-0.11102649,-0.0686094,-0.15296526,0.09263413,0.10698604,-0.034063637,0.054251302,0.019167723,-0.06306026,0.16051331,0.054232374,-0.06820825,-0.033126846,-0.08657228,-0.076395564,-0.0294212,-0.05888854,0.018367738,0.18701701,-0.03595672,-0.04240086,-0.17534724,0.107488476,0.08011786,0.068417124,-0.0725806,-0.06319849,-0.099305615,0.013018835,0.03725037,-0.07522133,-0.16869332,-0.20075408,-0.045680247,-0.08923637,-0.08912439,0.022678725,-0.08397806,-0.2630231,0.017776454,0.08532925,0.17910716,-0.20580249,0.15158956,-0.085213505,0.03069125,0.08539131,0.03587338,0.0772896,-0.007458637,0.13477604,-0.10971046,-0.2206837,-0.003787519,-0.07938968,-0.023887979,-0.13646409,0.31717035,-0.1866611,-0.023426348,-0.10567225,0.09188087,0.08780439,-0.053600106,0.19964145,0.13568015,0.11602068,0.117811576,0.22776324,0.13215289,0.021235133,0.008077232,0.086826,0.06663778,-0.14546327,0.19641662,0.09069103,-0.05203057,-0.031893156,-0.17195244,0.10798985,0.16486727,-0.11894267,-0.20848049,0.007049378,-0.18588792,-0.04087179,-0.06519462,0.10542704,-0.09391602,0.11737755,-0.29236865,-0.07107857,-0.082817346,-0.0659423,0.16961914,0.06938685,-0.05463081,-0.06961749,0.003744519,-0.11711048,-0.0681215,-0.048978828,-0.06820477,0.078390464,0.030270642,-0.02682424,-0.10147508,-0.043123044,0.14915249,-0.00031505091,-0.049726836,-0.06624291,-0.19725522,0.16991976,-0.23298873,-0.06942066,-0.03440529,-0.0056350194,0.03251566,-0.01605522,0.03325444,0.029531471,0.086189434,0.08428816,-0.14714299,-0.0059409966,-0.006048483,-0.154054,0.13219082,0.15888129,0.026499713,-0.045489706,0.12164541,0.07515875,0.05555161,-0.01574937,-0.07268734,-0.042414874,0.06235694,0.1312661,-0.05473391,-0.06926174,0.036765747,-0.10638739,0.042082105,0.060126018,-0.025203122,0.1582942,0.049218476,-0.113033086,0.03339917,0.029258145,0.11373692,-0.030416569,0.0429014,0.023180956,0.016861105,0.098846965,0.08527738,0.0047135786,0.09218829,0.15074989,-0.04600771,0.06606301,0.015711164,-0.07285105,-0.11257025,0.10308515,0.011208332,0.098096475,-0.21084245,-0.0053854957,-0.07166712
side,-0.030478228,0.018514812,-0.059981205,0.11858063,0.09891533,-0.044168547,0.11218189,0.20743491,-0.06285662,0.09987294,-0.12378088,-0.04005365,0.033352554,0.03969289,-0.03596392,-0.09967569,0.012221388,0.10346343,-0.030714788,-0.19458538,0.091911554,-0.14192794,0.050716132,-0.09987664,-0.076718874,-0.04132381,-0.07165209,-0.09811292,-0.1590167,0.05893242,0.07280604,-0.007793361,0.0028546106,0.006651091,-0.04430065,0.10385226,0.020073853,-0.070001155,-0.0093443245,-0.054644194,-0.09547355,0.00012871633,-0.09014006,0.019900998,0.1404109,-0.0561638,-0.044816695,-0.09621145,0.12015046,0.07419076,0.0540012,-0.04454017,-0.027383113,-0.078389645,0.011405028,0.019931618,-0.055655282,-0.12869568,-0.15670632,-0.05367927,-0.05199589,-0.083480604,0.024587197,-0.10120367,-0.21265712,-0.005434737,0.06648335,0.16292146,-0.22841717,0.13711557,-0.025198055,0.074459724,0.098945305,0.009331778,0.04020949,0.0018153698,0.14059284,-0.10893286,-0.15080357,0.021401318,-0.087031215,-0.03990194,-0.1312997,0.2667397,-0.14530198,-0.015589368,-0.0510463,0.06521325,0.10676754,-0.01483323,0.12827623,0.13130692,0.12628502,0.10529125,0.2087875,0.108029395,0.0014280303,-0.024174286,0.087652974,0.02124062,-0.102884196,0.17861307,0.09131117,-0.073435694,0.0092316205,-0.1863417,0.07921063,0.15886956,-0.10823363,-0.16180936,0.022935726,-0.19485715,-0.04403065,-0.05845737,0.11515903,-0.06435236,0.1240737,-0.21156082,-0.0665063,-0.049435403,-0.03316552,0.11707549,0.056149043,-0.03813848,-0.08960536,-0.0070790257,-0.0913915,-0.08120301,-0.08270223,-0.06610824,0.13367619,0.0028341082,-0.03407993,-0.14827392,-0.061803784,0.0979551,-0.015540614,-0.02351754,-0.0536805,-0.21118121,0.181085,-0.18714717,-0.02982379,-0.044413876,0.0061828555,0.0808213,-0.025276354,0.030262144,0.0032143584,0.06007944,0.098922014,-0.12874196,-0.003438286,-0.0041503203,-0.17142995,0.13334008,0.09810766,0.057707034,-0.11266075,0.11775489,0.07180764,0.056315426,-0.05134844,-0.07726799,-0.02611487,0.10209292,0.17063548,-0.07794287,-0.019938625,0.010917722,-0.13889769,0.036013603,0.06127053,0.0017411162,0.16905142,0.0893909,-0.1499674,0.068153135,0.043908004,0.082547046,-0.0032206734,0.053666566,0.040405687,0.029633565,0.09561231,0.10083168,0.028510401,0.09619941,0.1659496,-0.059593257,0.075563625,0.024151023,-0.0920666,-0.1509437,0.12383982,0.0075940867,0.09488912,-0.2111763,-0.03188194,-0.10612081
ah,0.014568388,-0.020827904,-0.05952964,0.14753664,0.1397805,-0.088900045,0.0918361,0.21265922,-0.06835304,0.084983066,-0.104258575,-0.066573255,0.02491608,0.06319411,-0.06054737,-0.048890002,-0.0006727208,0.057184212,-0.0003748749,-0.15192291,0.043501567,-0.079574555,0.04175091,-0.07099221,-0.014742838,-0.020794231,-0.08152722,-0.05776302,-0.117638834,0.07219157,0.085888885,-0.021522686,0.040222224,0.009699254,-0.04743198,0.13404189,0.053913843,-0.049502876,-0.026527576,-0.071627684,-0.066902764,-0.022715302,-0.04453332,0.00757742,0.15342036,-0.019666526,-0.040903427,-0.14179344,0.08572551,0.06228326,0.057533287,-0.048912257,-0.051533226,-0.07505457,0.003931541,0.023733022,-0.060685743,-0.13762978,-0.16703814,-0.039567303,-0.07947946,-0.07050145,0.027722752,-0.063833944,-0.21116675,0.01544486,0.063208885,0.14114094,-0.16370043,0.1213423,-0.06858125,0.029830543,0.06497748,0.028481431,0.060475964,-0.017018335,0.111085825,-0.08414067,-0.17350963,0.004456516,-0.06794428,-0.011638736,-0.105895974,0.24651937,-0.14881113,-0.019591782,-0.084131345,0.07435157,0.061549712,-0.042990074,0.154121,0.10731079,0.088647455,0.09744234,0.17134051,0.09972421,0.016218344,0.0021489912,0.06838836,0.058067854,-0.11485921,0.15440124,0.067674905,-0.041880723,-0.018154472,-0.14127047,0.08290932,0.13063656,-0.10424469,-0.16221246,0.0016929283,-0.14870463,-0.03255543,-0.05498413,0.07866427,-0.07021387,0.087997876,-0.22506212,-0.057237066,-0.06728685,-0.049411427,0.13601783,0.0514814,-0.042911913,-0.060236685,0.002387298,-0.08478996,-0.05427345,-0.041572403,-0.056501757,0.056997985,0.024066113,-0.0179955,-0.07806642,-0.035512354,0.122880965,-0.0038561122,-0.04244238,-0.05260537,-0.16292295,0.1353149,-0.18117526,-0.04921072,-0.030059936,-0.0016306466,0.017510956,-0.013394715,0.03223839,0.016543798,0.06186314,0.0687551,-0.123745695,-0.0055715535,-0.01217509,-0.13005206,0.10712718,0.12442541,0.022264566,-0.031555533,0.09074955,0.06304253,0.031944122,-0.012216122,-0.05574752,-0.037211694,0.052743666,0.09714078,-0.03498291,-0.052819885,0.028705314,-0.08464076,0.022261908,0.05094158,-0.025480365,0.1302462,0.03632781,-0.08698349,0.034956194,0.029190069,0.08532686,-0.024007672,0.026957477,0.015155081,0.014931554,0.08145648,0.07362415,0.010115645,0.07542777,0.1221365,-0.04374656,0.049280804,0.017126523,-0.05293479,-0.098229274,0.08345363,0.008377937,0.07842082,-0.16229217,-0.005864263,-0.058017608
open,-0.0053715943,-0.0018392836,-0.068721965,0.1455644,0.13615729,-0.085649826,0.12565428,0.23976691,-0.06729707,0.11150712,-0.1267242,-0.04926203,0.032517683,0.058734223,-0.049362227,-0.09165815,-0.004176957,0.0912013,-0.020487644,-0.19763614,0.08597046,-0.12687595,0.05873683,-0.10486881,-0.056978613,-0.032564864,-0.085176244,-0.09133685,-0.1681179,0.08097466,0.08888658,-0.025071742,0.01881303,-0.0031422982,-0.052544586,0.14182006,0.034900833,-0.07782733,-0.029327868,-0.0715315,-0.09432185,-0.012950601,-0.07894696,0.006546982,0.17742476,-0.051331203,-0.056734774,-0.1452383,0.13098866,0.0900174,0.062407274,-0.057622682,-0.047476742,-0.08168632,0.01757597,0.019620355,-0.06798112,-0.16154282,-0.18660435,-0.054166175,-0.07024291,-0.08866163,0.023052929,-0.09885341,-0.24182707,0.0079906685,0.07416354,0.1727366,-0.22341497,0.15131982,-0.046415757,0.06214138,0.10046935,0.0239767,0.06693927,-0.0030579416,0.14447798,-0.122166045,-0.19025438,0.0043331143,-0.09753688,-0.032930292,-0.13161194,0.2997973,-0.16971456,-0.023775993,-0.08655706,0.07859472,0.10493854,-0.037771154,0.1654053,0.14278445,0.12837932,0.109618194,0.22966477,0.12100823,0.0072844946,-0.0086990455,0.09124824,0.04140203,-0.11235546,0.19416595,0.094588615,-0.07764589,-0.002558589,-0.19531704,0.096654594,0.17012969,-0.12430166,-0.19859028,0.017696915,-0.19740392,-0.05492256,-0.06328375,0.115957074,-0.08058622,0.12811688,-0.24904199,-0.06950039,-0.065844856,-0.052321456,0.14277188,0.07219498,-0.045729764,-0.09200084,-0.007354264,-0.10005897,-0.08532686,-0.070436545,-0.073273666,0.118256986,0.016880715,-0.03336825,-0.14041376,-0.058084786,0.13194133,-0.019701533,-0.032213174,-0.06038679,-0.2184922,0.1898239,-0.22243036,-0.050403398,-0.044664763,0.005182546,0.059976876,-0.024057698,0.039759785,0.013983797,0.07662169,0.09510732,-0.15367006,-0.0032686286,-2.0693777e-05,-0.1769604,0.14949644,0.12298135,0.043704968,-0.08491987,0.12656896,0.07823104,0.05654681,-0.03834365,-0.07641554,-0.032793146,0.088181205,0.16870569,-0.06573966,-0.044159684,0.022823894,-0.13390505,0.041269552,0.069312796,-0.011155102,0.17054322,0.075989425,-0.1401281,0.05083807,0.032491762,0.096494555,-0.018056955,0.050061923,0.02875603,0.019176174,0.10695001,0.10479837,0.014869906,0.100189574,0.16524693,-0.05405975,0.07694442,0.022074206,-0.09268082,-0.15099719,0.12048896,0.011186522,0.11321877,-0.22776498,-0.024805084,-0.09666263
bride,0.0015913986,-0.012243979,-0.061357487,0.13747816,0.1310544,-0.07381682,0.09991408,0.22318497,-0.06654398,0.104607604,-0.120223895,-0.0641066,0.025235835,0.054812826,-0.06134846,-0.07054852,-0.0026813801,0.08595168,-0.018738262,-0.1866015,0.06444053,-0.112018935,0.056816667,-0.08121683,-0.043475464,-0.027801178,-0.08431142,-0.08661548,-0.15044682,0.06824382,0.085537285,-0.02246798,0.024107603,0.004889506,-0.053054146,0.13074374,0.03267443,-0.06952124,-0.027783524,-0.064843796,-0.07710032,-0.016578633,-0.067533836,0.012268621,0.16066794,-0.036956165,-0.041983247,-0.1342458,0.10644153,0.073840775,0.053035747,-0.0489239,-0.037666257,-0.08235018,0.009528394,0.022869108,-0.06240809,-0.15268597,-0.17395525,-0.05142482,-0.070412,-0.08107586,0.024714543,-0.0845022,-0.22486524,0.0074894023,0.067306444,0.15541826,-0.2074385,0.13678421,-0.05174105,0.052022833,0.08069692,0.020795118,0.05890479,-0.006698518,0.13442892,-0.1059847,-0.17303413,0.010112304,-0.07754491,-0.027816985,-0.12289502,0.26589096,-0.16052334,-0.02313619,-0.07799523,0.06843759,0.08361007,-0.033899095,0.1488811,0.12634811,0.11251752,0.10756248,0.2023155,0.10726428,0.013485813,0.0006298318,0.08084613,0.043338116,-0.11305505,0.17520699,0.083800055,-0.06426073,-0.0012563133,-0.16215396,0.084050745,0.14867099,-0.11261578,-0.17121728,0.0117315035,-0.16964488,-0.03673862,-0.05935605,0.100749604,-0.07327762,0.1096704,-0.23024465,-0.060679134,-0.062316284,-0.053420506,0.12969245,0.06519043,-0.045857906,-0.07787714,-0.0066275764,-0.09999072,-0.06951178,-0.066729344,-0.06656524,0.08966091,0.023823813,-0.026496183,-0.12268315,-0.047191285,0.1137747,-0.018673405,-0.03334844,-0.058126293,-0.1929732,0.1697306,-0.19497672,-0.045189485,-0.034315135,-0.0026595967,0.04234195,-0.012560594,0.02940094,0.013346076,0.06703664,0.08323394,-0.13630152,-0.007133962,-0.00033508183,-0.14867021,0.13064021,0.12279743,0.040199034,-0.06495139,0.10635918,0.07424332,0.04248107,-0.0355072,-0.061366666,-0.0403529,0.07673624,0.14139007,-0.058679625,-0.040429767,0.019514695,-0.11008317,0.03748388,0.059377782,-0.014068196,0.15147027,0.06968807,-0.1142878,0.046343338,0.036906645,0.09212839,-0.01819817,0.044772606,0.0329312,0.01392162,0.09814,0.08580746,0.024145719,0.09612583,0.14398338,-0.05114314,0.066952884,0.019282414,-0.07994068,-0.123387344,0.10710227,0.0065569314,0.098258086,-0.20007126,-0.018864993,-0.07962436
hair,-0.0206572,0.007264072,-0.0624614,0.13563454,0.11387374,-0.07210336,0.10763643,0.21765742,-0.07108489,0.10483716,-0.12591042,-0.052859597,0.033447232,0.047838647,-0.041857924,-0.08428847,0.007489174,0.08776949,-0.023272999,-0.18822283,0.08061749,-0.12340352,0.054411262,-0.09185911,-0.063913465,-0.02824401,-0.07156937,-0.09934765,-0.15196589,0.059227563,0.081363864,-0.01663624,0.011424747,0.0038088448,-0.047942787,0.11995505,0.032760557,-0.069089204,-0.020360159,-0.057471536,-0.0807596,-0.012963501,-0.08193598,0.020127593,0.14624535,-0.042460106,-0.037174582,-0.118492976,0.11152096,0.08020903,0.05906007,-0.045447074,-0.03864333,-0.07869436,0.0069463407,0.022804987,-0.06309576,-0.14139691,-0.17837825,-0.05133665,-0.070126414,-0.08261441,0.01877707,-0.08184632,-0.20709598,0.0015511671,0.074581325,0.16064596,-0.2090278,0.13865598,-0.03976452,0.060090955,0.08516979,0.016664514,0.057703946,-0.006028067,0.1339294,-0.1018133,-0.17218943,0.010877501,-0.08604982,-0.037702225,-0.13082916,0.26827356,-0.150499,-0.02636557,-0.07692215,0.07029239,0.09665875,-0.026921673,0.14449817,0.12859333,0.12867826,0.10663099,0.20774627,0.11169001,0.011747064,-0.0011103338,0.08618808,0.036898058,-0.10909663,0.18511516,0.09593725,-0.064375296,-0.0068338006,-0.17595178,0.095413245,0.14797646,-0.106618606,-0.1718629,0.025078522,-0.18446001,-0.038611453,-0.05724119,0.10108759,-0.07413859,0.118184716,-0.22417945,-0.07386298,-0.053473756,-0.04709496,0.12326756,0.060928896,-0.048098348,-0.082170814,-0.00527889,-0.09189734,-0.0709625,-0.068828866,-0.062907666,0.1107159,0.018148053,-0.030838067,-0.12716013,-0.055352435,0.11596832,-0.007010658,-0.02342514,-0.062406987,-0.21118398,0.17308934,-0.19042015,-0.047261856,-0.042061325,-0.002302741,0.052149124,-0.01118004,0.027794767,0.0027787038,0.06847752,0.09294724,-0.12806387,0.0012813617,-0.008928805,-0.15422258,0.13535102,0.10500764,0.044687454,-0.089367844,0.1070068,0.06664926,0.051949188,-0.039581478,-0.07312993,-0.031076843,0.09288268,0.14871714,-0.05816925,-0.034574185,0.018395837,-0.11877643,0.03187412,0.05915925,-0.0068942215,0.15523124,0.08088465,-0.13228756,0.04837057,0.037180834,0.08141487,-0.011343026,0.044559024,0.029167792,0.022038473,0.0901615,0.09487778,0.021380758,0.10067917,0.15781525,-0.04844585,0.06823943,0.02074469,-0.09107122,-0.13650899,0.10826697,0.0008889822,0.10041526,-0.20150489,-0.02673802,-0.092907116
