doc_title,chunk_id,T0,T1,T2,T3,T4
KING GRISLY-BEARD,11,0.9088852414419003,0.023168373161494143,0.022552764765586594,0.022714712872407488,0.02267890775861155
LILY AND THE LION,0,0.008546780879188951,0.33367206091072255,0.008488213215516655,0.15595294923457967,0.4933399957599922
LILY AND THE LION,1,0.01072594028721501,0.010756332656372845,0.010778521340302263,0.7814410496054672,0.18629815611064265
LILY AND THE LION,2,0.010646209955326124,0.4039594324645588,0.010638747938069688,0.5639163672277725,0.01083924241427292
LILY AND THE LION,3,0.012748710809534271,0.2593216502147811,0.012714836969013538,0.7024636991744464,0.012751102832224642
LILY AND THE LION,4,0.009340366997405453,0.009406439939113548,0.009290592323130996,0.009392349066226265,0.9625702516741238
LILY AND THE LION,5,0.7921319041159649,0.010888975663591791,0.010654938927834822,0.01082956692090218,0.17549461437170638
LILY AND THE LION,6,0.9542978267419024,0.011441140877008751,0.011254583034829936,0.01147097220729462,0.011535477138964344
LILY AND THE LION,7,0.9546546547808553,0.011270085796588518,0.011317094288426584,0.011319499692244854,0.011438665441884951
LILY AND THE LION,8,0.9490070564706895,0.01294189379349751,0.012686578285806323,0.012709907462161276,0.01265456398784531
LILY AND THE LION,9,0.9738712769527202,0.006498854920605625,0.006540213579377578,0.006562303401707593,0.006527351145588867
LILY AND THE LION,10,0.8999498613039154,0.008401790632110502,0.008540405255214776,0.008423738738539596,0.07468420407021961
LILY AND THE LION,11,0.9487414343922456,0.012649157092935303,0.012987790850858896,0.012775417415199093,0.012846200248761194
LILY AND THE LION,12,0.4021762402999195,0.008144738038065246,0.008084977306936886,0.008126623405165626,0.5734674209499128
LILY AND THE LION,13,0.008944581983095154,0.009007479220377592,0.008804630484666917,0.008841608862795048,0.9644016994490653
LILY AND THE LION,14,0.5244190486229746,0.008427632163257353,0.008431993282733462,0.008446024786226391,0.4502753011448082
LILY AND THE LION,15,0.662379861681861,0.009756775105415652,0.009648145419868618,0.009842708178429563,0.3083725096144253
LILY AND THE LION,16,0.5709814658383674,0.00926689985962488,0.00918647597083273,0.009277396294175762,0.4012877620369993
LILY AND THE LION,17,0.45845613975757626,0.012147648833444233,0.011927876906552063,0.012008627857022275,0.5054597066454051
MOTHER HOLLE,0,0.012084131827804634,0.9519810368270458,0.011901241767790213,0.012003675462481619,0.012029914114877631
MOTHER HOLLE,1,0.9182121413256029,0.020796177188969783,0.02021260805522667,0.020342038142459454,0.020437035287741198
MOTHER HOLLE,2,0.8090299044144854,0.15877471768095824,0.010893686332098607,0.010665648544231488,0.0106360430282263
MOTHER HOLLE,3,0.7542808026794467,0.01077378791238917,0.010699788317281422,0.01081110574318905,0.21343451534769367
MOTHER HOLLE,4,0.012752988077663214,0.012799235282851689,0.012743503699278501,0.9487643122409929,0.012939960699213732
MOTHER HOLLE,5,0.009219034456153352,0.7789604068795645,0.009192374755145984,0.19334404416703949,0.009284139742096763
MOTHER HOLLE,6,0.01283994243610862,0.861847421636935,0.01256611180845165,0.10016849110160343,0.012578033016901278
MOTHER HOLLE,7,0.9421378544056639,0.014594766749013497,0.014388379027597554,0.014496327660762892,0.014382672156962142
MOTHER HOLLE,8,0.9453305923037505,0.013759671876697176,0.013467801210061804,0.013781614262383604,0.013660320347106826
MOTHER HOLLE,9,0.012814754799423457,0.35036080998358,0.012637123439328827,0.6114650804631097,0.012722231314558125
MOTHER HOLLE,10,0.010245148822162617,0.01016872239325886,0.010272424086420893,0.9592638733242969,0.01004983137386066
MOTHER HOLLE,11,0.006806504326592689,0.05094930670716543,0.2015037110890187,0.7340125612473007,0.0067279166299224575
